년도,월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,노선,국가,공항,도착_출발,정기_부정기,여객_화물,운항(편),유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,ANC,출발,부정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,ATL,도착,정기,화물,12 ,0 ,0 ,0 ,283361 ,228464 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,ATL,출발,정기,화물,13 ,0 ,0 ,0 ,70116 ,72729 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,DFW,출발,정기,화물,0 ,0 ,0 ,0 ,168774 ,292393 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,JFK,출발,정기,화물,0 ,0 ,0 ,0 ,316345 ,891754 ,855 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,LAX,도착,정기,화물,4 ,0 ,0 ,0 ,184954 ,12386 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,LAX,도착,부정기,화물,2 ,0 ,0 ,0 ,52551 ,748 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,LAX,출발,정기,화물,4 ,0 ,0 ,0 ,1310513 ,1215989 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,LAX,출발,부정기,화물,2 ,0 ,0 ,0 ,109422 ,78157 ,1752 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,ORD,도착,정기,화물,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,ORD,출발,정기,화물,1 ,0 ,0 ,0 ,851397 ,1505295 ,3372 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,SEA,도착,정기,화물,17 ,0 ,0 ,0 ,672100 ,236109 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,SEA,출발,정기,화물,17 ,0 ,0 ,0 ,34 ,6096 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,SFO,도착,정기,화물,27 ,0 ,0 ,0 ,1192209 ,296313 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,미주,미국,SFO,출발,정기,화물,27 ,0 ,0 ,0 ,58514 ,220645 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,독일,FRA,도착,정기,화물,27 ,0 ,0 ,0 ,1379349 ,103315 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,독일,FRA,출발,정기,화물,28 ,0 ,0 ,0 ,271348 ,1193586 ,6893 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,벨기에,BRU,도착,정기,화물,13 ,0 ,0 ,0 ,563092 ,165416 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,벨기에,BRU,출발,정기,화물,13 ,0 ,0 ,0 ,32 ,0 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,영국,STN,출발,정기,화물,0 ,0 ,0 ,0 ,37311 ,466578 ,803 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,오스트리아,VIE,출발,정기,화물,0 ,0 ,0 ,0 ,373496 ,395114 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,이탈리아,MXP,도착,정기,화물,9 ,0 ,0 ,0 ,400662 ,110673 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,이탈리아,MXP,출발,정기,화물,9 ,0 ,0 ,0 ,76402 ,487107 ,0 ,0 
2026년,01월,AIH,KJ,에어제타,국제,유럽,카자흐스탄,ALA,출발,정기,화물,0 ,0 ,0 ,0 ,22902 ,47589 ,0 ,0 
2026년,01월,AJX,NQ,에어재팬,국제,일본,일본,NRT,도착,정기,여객,31 ,7979 ,23 ,0 ,183149 ,0 ,1181 ,68506 
2026년,01월,AJX,NQ,에어재팬,국제,일본,일본,NRT,도착,부정기,여객,3 ,780 ,8 ,0 ,0 ,0 ,0 ,9212 
2026년,01월,AJX,NQ,에어재팬,국제,일본,일본,NRT,출발,정기,여객,31 ,8809 ,44 ,7 ,95718 ,0 ,0 ,92724 
2026년,01월,AJX,NQ,에어재팬,국제,일본,일본,NRT,출발,부정기,여객,3 ,937 ,4 ,0 ,0 ,0 ,0 ,10710 
2026년,01월,ALK,UL,스리랑칸 에어라인즈,국제,기타,스리랑카,CMB,도착,정기,여객,8 ,2037 ,12 ,56 ,37955 ,0 ,298 ,52885 
2026년,01월,ALK,UL,스리랑칸 에어라인즈,국제,기타,스리랑카,CMB,출발,정기,여객,8 ,2274 ,15 ,6 ,73172 ,0 ,7081 ,64109 
2026년,01월,AMU,NX,마카오항공,국제,동북아,마카오,MFM,도착,정기,여객,62 ,9656 ,24 ,6 ,83499 ,0 ,1373 ,127975 
2026년,01월,AMU,NX,마카오항공,국제,동북아,마카오,MFM,출발,정기,여객,62 ,10325 ,24 ,17 ,4988 ,0 ,0 ,117337 
2026년,01월,AMX,AM,아에로멕시코,국제,미주,멕시코,MEX,도착,정기,여객,22 ,2482 ,11 ,375 ,17308 ,0 ,0 ,57152 
2026년,01월,AMX,AM,아에로멕시코,국제,미주,멕시코,MEX,출발,정기,여객,22 ,4730 ,15 ,315 ,124962 ,0 ,0 ,140828 
2026년,01월,AMX,AM,아에로멕시코,국제,미주,멕시코,MTY,도착,정기,여객,0 ,1539 ,6 ,0 ,0 ,0 ,0 ,34498 
2026년,01월,ANA,NH,전일본항공,국제,일본,일본,NRT,도착,정기,화물,27 ,0 ,0 ,0 ,690998 ,2043 ,77852 ,0 
2026년,01월,ANA,NH,전일본항공,국제,일본,일본,NRT,출발,정기,화물,27 ,0 ,0 ,0 ,871674 ,0 ,16907 ,0 
2026년,01월,APG,Z2,필리핀에어아시아,국제,동남아,필리핀,MNL,도착,정기,여객,31 ,4990 ,30 ,0 ,2196 ,0 ,0 ,62379 
2026년,01월,APG,Z2,필리핀에어아시아,국제,동남아,필리핀,MNL,출발,정기,여객,31 ,5070 ,44 ,5 ,8799 ,0 ,0 ,89360 
2026년,01월,APJ,MM,피치 항공,국제,일본,일본,HND,도착,정기,여객,31 ,4891 ,4 ,0 ,0 ,0 ,0 ,41179 
2026년,01월,APJ,MM,피치 항공,국제,일본,일본,HND,출발,정기,여객,31 ,5003 ,8 ,0 ,0 ,0 ,0 ,54791 
2026년,01월,APJ,MM,피치 항공,국제,일본,일본,KIX,도착,정기,여객,127 ,22320 ,37 ,0 ,0 ,0 ,0 ,208144 
2026년,01월,APJ,MM,피치 항공,국제,일본,일본,KIX,출발,정기,여객,127 ,22700 ,36 ,0 ,7909 ,0 ,0 ,195403 
2026년,01월,APZ,YP,에어 프레미아,국제,일본,일본,NRT,도착,정기,여객,29 ,8438 ,35 ,256 ,247002 ,0 ,0 ,110657 
2026년,01월,APZ,YP,에어 프레미아,국제,일본,일본,NRT,출발,정기,여객,29 ,9440 ,20 ,29 ,211980 ,7919 ,29458 ,97270 
2026년,01월,APZ,YP,에어 프레미아,국제,동북아,홍콩,HKG,도착,정기,여객,21 ,6127 ,17 ,455 ,208565 ,0 ,0 ,80660 
2026년,01월,APZ,YP,에어 프레미아,국제,동북아,홍콩,HKG,출발,정기,여객,21 ,6692 ,18 ,18 ,20947 ,19724 ,0 ,88391 
2026년,01월,APZ,YP,에어 프레미아,국제,동남아,베트남,DAD,도착,정기,여객,25 ,7589 ,34 ,19 ,290459 ,0 ,1497 ,96832 
2026년,01월,APZ,YP,에어 프레미아,국제,동남아,베트남,DAD,출발,정기,여객,25 ,8155 ,37 ,15 ,3478 ,1282 ,0 ,84646 
2026년,01월,APZ,YP,에어 프레미아,국제,동남아,태국,BKK,도착,정기,여객,26 ,7211 ,40 ,153 ,209434 ,0 ,0 ,114498 
2026년,01월,APZ,YP,에어 프레미아,국제,동남아,태국,BKK,출발,정기,여객,26 ,8209 ,40 ,74 ,304302 ,43273 ,133 ,135750 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,EWR,도착,정기,여객,30 ,4740 ,38 ,95 ,58118 ,0 ,0 ,112693 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,EWR,출발,정기,여객,30 ,7464 ,38 ,580 ,218578 ,52938 ,1096 ,220318 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,LAS,도착,부정기,여객,1 ,223 ,0 ,0 ,0 ,0 ,0 ,3999 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,LAS,출발,부정기,여객,1 ,225 ,0 ,0 ,0 ,0 ,0 ,3394 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,LAX,도착,정기,여객,47 ,8122 ,47 ,34 ,445241 ,0 ,0 ,180385 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,LAX,출발,정기,여객,47 ,11284 ,43 ,599 ,573338 ,65416 ,6078 ,285826 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,SFO,도착,정기,여객,21 ,3570 ,20 ,5 ,116640 ,0 ,0 ,74960 
2026년,01월,APZ,YP,에어 프레미아,국제,미주,미국,SFO,출발,정기,여객,21 ,5502 ,33 ,283 ,215630 ,6575 ,0 ,133310 
2026년,01월,APZ,YP,에어 프레미아,국제,대양주,하와이,HNL,도착,정기,여객,30 ,5816 ,19 ,93 ,0 ,0 ,0 ,107327 
2026년,01월,APZ,YP,에어 프레미아,국제,대양주,하와이,HNL,출발,정기,여객,30 ,6795 ,23 ,332 ,49169 ,81982 ,0 ,120678 
2026년,01월,APZ,YP,에어 프레미아,국제,중동,레바논,BEY,도착,부정기,여객,2 ,300 ,0 ,0 ,0 ,0 ,0 ,16109 
2026년,01월,APZ,YP,에어 프레미아,국제,중동,레바논,BEY,출발,부정기,여객,2 ,196 ,0 ,0 ,0 ,0 ,0 ,25511 
2026년,01월,APZ,YP,에어 프레미아,국제,기타,방글라데시,DAC,도착,부정기,여객,1 ,139 ,14 ,0 ,0 ,0 ,0 ,6256 
2026년,01월,APZ,YP,에어 프레미아,국제,기타,방글라데시,DAC,출발,부정기,여객,1 ,180 ,10 ,0 ,0 ,0 ,0 ,12646 
2026년,01월,ASA,AS,알래스카 항공,국제,미주,미국,SEA,도착,정기,여객,23 ,2866 ,12 ,542 ,66046 ,0 ,1271 ,93518 
2026년,01월,ASA,AS,알래스카 항공,국제,미주,미국,SEA,출발,정기,여객,23 ,3115 ,6 ,2557 ,137648 ,0 ,0 ,172063 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,FUK,도착,정기,여객,62 ,11763 ,72 ,6 ,0 ,0 ,0 ,116837 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,FUK,출발,정기,여객,62 ,12603 ,75 ,3 ,0 ,0 ,0 ,94880 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,KIX,도착,정기,여객,67 ,12990 ,27 ,3 ,8007 ,0 ,0 ,129585 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,KIX,출발,정기,여객,67 ,13383 ,29 ,11 ,3243 ,0 ,0 ,113506 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,NRT,도착,정기,여객,114 ,21924 ,48 ,10 ,52061 ,0 ,1188 ,218733 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,NRT,출발,정기,여객,114 ,22398 ,54 ,22 ,3656 ,0 ,0 ,204314 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,TAK,도착,정기,여객,31 ,5426 ,17 ,0 ,0 ,0 ,0 ,52814 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,TAK,출발,정기,여객,31 ,6046 ,16 ,0 ,0 ,0 ,0 ,48389 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,YGJ,도착,정기,여객,31 ,5905 ,22 ,0 ,0 ,0 ,0 ,53224 
2026년,01월,ASV,RS,에어서울,국제,일본,일본,YGJ,출발,정기,여객,31 ,6227 ,24 ,0 ,0 ,0 ,0 ,43774 
2026년,01월,ASV,RS,에어서울,국제,중국,중국,DYG,도착,정기,여객,9 ,1668 ,0 ,0 ,0 ,0 ,0 ,20482 
2026년,01월,ASV,RS,에어서울,국제,중국,중국,DYG,출발,정기,여객,9 ,1671 ,0 ,0 ,0 ,0 ,0 ,16665 
2026년,01월,ASV,RS,에어서울,국제,동남아,베트남,CXR,도착,정기,여객,31 ,6250 ,59 ,0 ,0 ,0 ,0 ,74542 
2026년,01월,ASV,RS,에어서울,국제,동남아,베트남,CXR,출발,정기,여객,31 ,6147 ,63 ,2 ,0 ,0 ,0 ,56996 
2026년,01월,ASV,RS,에어서울,국제,동남아,베트남,DAD,도착,정기,여객,31 ,5696 ,14 ,7 ,64378 ,0 ,0 ,61156 
2026년,01월,ASV,RS,에어서울,국제,동남아,베트남,DAD,출발,정기,여객,31 ,6069 ,21 ,15 ,0 ,0 ,0 ,49517 
2026년,01월,ASV,RS,에어서울,국제,대양주,괌,GUM,도착,정기,여객,31 ,3961 ,30 ,4 ,0 ,0 ,0 ,50715 
2026년,01월,ASV,RS,에어서울,국제,대양주,괌,GUM,출발,정기,여객,31 ,4169 ,29 ,7 ,0 ,0 ,0 ,60539 
2026년,01월,AXM,AK,에어아시아버하드,국제,동남아,말레이시아,BKI,도착,정기,여객,31 ,4259 ,28 ,0 ,0 ,0 ,0 ,36833 
2026년,01월,AXM,AK,에어아시아버하드,국제,동남아,말레이시아,BKI,출발,정기,여객,31 ,4862 ,27 ,17 ,0 ,0 ,0 ,48732 
2026년,01월,AZG,7L,실크웨이웨스트항공,국제,유럽,아제르바이잔,GYD,도착,정기,화물,8 ,0 ,0 ,0 ,630523 ,0 ,0 ,0 
2026년,01월,AZG,7L,실크웨이웨스트항공,국제,유럽,아제르바이잔,GYD,출발,정기,화물,8 ,0 ,0 ,0 ,871907 ,0 ,0 ,0 
2026년,01월,BOX,3S,에어로로직,국제,중국,중국,PVG,출발,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,BOX,3S,에어로로직,국제,동북아,홍콩,HKG,출발,정기,화물,0 ,0 ,0 ,0 ,215035 ,0 ,0 ,0 
2026년,01월,BOX,3S,에어로로직,국제,유럽,독일,LEJ,도착,정기,화물,33 ,0 ,0 ,0 ,1820482 ,0 ,0 ,0 
2026년,01월,BOX,3S,에어로로직,국제,유럽,독일,LEJ,출발,정기,화물,33 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CAL,CI,중화항공,국제,동북아,대만,KHH,도착,정기,여객,31 ,8402 ,44 ,44 ,48859 ,0 ,0 ,111035 
2026년,01월,CAL,CI,중화항공,국제,동북아,대만,KHH,출발,정기,여객,31 ,8247 ,50 ,13 ,103590 ,0 ,0 ,157684 
2026년,01월,CAL,CI,중화항공,국제,동북아,대만,TPE,도착,정기,여객,62 ,16549 ,57 ,163 ,347649 ,0 ,11659 ,222855 
2026년,01월,CAL,CI,중화항공,국제,동북아,대만,TPE,출발,정기,여객,62 ,16665 ,60 ,124 ,500293 ,0 ,17991 ,304385 
2026년,01월,CBJ,JD,북경수도항공,국제,중국,중국,SYX,도착,정기,여객,7 ,590 ,1 ,0 ,6158 ,0 ,0 ,8716 
2026년,01월,CBJ,JD,북경수도항공,국제,중국,중국,SYX,출발,정기,여객,7 ,526 ,0 ,0 ,0 ,0 ,0 ,7637 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,CKG,도착,정기,여객,22 ,3238 ,5 ,67 ,17437 ,0 ,0 ,42088 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,CKG,도착,부정기,여객,3 ,484 ,1 ,0 ,29 ,0 ,0 ,5688 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,CKG,출발,정기,여객,22 ,3508 ,9 ,18 ,21536 ,0 ,0 ,48014 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,CKG,출발,부정기,여객,3 ,477 ,0 ,1 ,3494 ,0 ,0 ,6681 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,HGH,도착,정기,여객,31 ,7000 ,9 ,76 ,185925 ,0 ,0 ,95827 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,HGH,출발,정기,여객,31 ,6972 ,16 ,11 ,13213 ,0 ,0 ,102479 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,PEK,도착,정기,여객,106 ,18305 ,37 ,1822 ,294290 ,0 ,1181 ,299268 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,PEK,출발,정기,여객,106 ,20016 ,61 ,210 ,84720 ,0 ,5655 ,340689 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,PKX,도착,정기,여객,31 ,3483 ,6 ,958 ,5524 ,0 ,0 ,54988 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,PKX,출발,정기,여객,31 ,4307 ,6 ,25 ,0 ,0 ,0 ,67662 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TFU,도착,정기,여객,31 ,4857 ,10 ,107 ,12800 ,0 ,859 ,63183 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TFU,도착,부정기,여객,1 ,143 ,0 ,3 ,0 ,0 ,0 ,1740 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TFU,출발,정기,여객,31 ,5026 ,22 ,24 ,29237 ,0 ,0 ,73996 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TFU,출발,부정기,여객,1 ,127 ,0 ,2 ,0 ,0 ,0 ,2447 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TSN,도착,정기,여객,31 ,3640 ,2 ,458 ,9177 ,0 ,0 ,44260 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TSN,도착,부정기,여객,4 ,434 ,3 ,93 ,0 ,0 ,0 ,5496 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TSN,출발,정기,여객,31 ,4416 ,2 ,35 ,3072 ,0 ,0 ,63414 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,TSN,출발,부정기,여객,4 ,565 ,0 ,6 ,0 ,0 ,0 ,7493 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,WNZ,도착,정기,여객,13 ,1855 ,4 ,0 ,4246 ,0 ,0 ,21901 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,WNZ,출발,정기,여객,13 ,1911 ,1 ,11 ,110 ,0 ,0 ,28231 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,YNJ,도착,정기,여객,31 ,4506 ,9 ,16 ,0 ,0 ,1467 ,70285 
2026년,01월,CCA,CA,중국국제항공,국제,중국,중국,YNJ,출발,정기,여객,31 ,4091 ,15 ,41 ,0 ,0 ,6984 ,53174 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,SYX,도착,정기,여객,30 ,967 ,2 ,0 ,0 ,0 ,0 ,12346 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,SYX,출발,정기,여객,31 ,1024 ,4 ,8 ,0 ,0 ,0 ,11866 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,TAO,도착,정기,여객,181 ,26575 ,31 ,476 ,243245 ,0 ,9024 ,367790 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,TAO,출발,정기,여객,181 ,27724 ,19 ,285 ,4552 ,0 ,0 ,362995 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,TNA,도착,정기,여객,62 ,12592 ,10 ,280 ,141627 ,0 ,0 ,148821 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,TNA,출발,정기,여객,62 ,13294 ,9 ,95 ,9239 ,0 ,0 ,189230 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,YNT,도착,정기,여객,18 ,2326 ,4 ,37 ,20942 ,0 ,0 ,32001 
2026년,01월,CDG,SC,산동항공,국제,중국,중국,YNT,출발,정기,여객,18 ,2684 ,0 ,50 ,382 ,0 ,0 ,34940 
2026년,01월,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,CEB,도착,정기,여객,31 ,6189 ,25 ,13 ,2383 ,0 ,0 ,72239 
2026년,01월,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,CEB,출발,정기,여객,31 ,6467 ,26 ,2 ,51 ,0 ,0 ,88207 
2026년,01월,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,MNL,도착,정기,여객,62 ,18598 ,73 ,10 ,96546 ,0 ,0 ,254086 
2026년,01월,CEB,5J,세부퍼시픽항공,국제,동남아,필리핀,MNL,출발,정기,여객,62 ,19826 ,66 ,12 ,285273 ,0 ,0 ,338925 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,HGH,도착,정기,여객,31 ,5231 ,6 ,21 ,29912 ,0 ,0 ,57223 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,HGH,출발,정기,여객,31 ,5055 ,7 ,18 ,10203 ,0 ,0 ,75581 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,KMG,도착,정기,여객,17 ,2234 ,3 ,0 ,16346 ,0 ,0 ,31876 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,KMG,출발,정기,여객,18 ,2694 ,8 ,20 ,0 ,0 ,0 ,48819 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,NKG,도착,정기,여객,62 ,9564 ,6 ,178 ,58372 ,0 ,0 ,112079 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,NKG,출발,정기,여객,62 ,9564 ,6 ,128 ,3594 ,0 ,0 ,148758 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,PKX,도착,정기,여객,31 ,5193 ,5 ,77 ,7015 ,0 ,0 ,136342 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,PKX,출발,정기,여객,31 ,5068 ,6 ,21 ,9 ,0 ,0 ,123981 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,PVG,도착,정기,여객,137 ,30537 ,34 ,206 ,514737 ,0 ,0 ,474305 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,PVG,출발,정기,여객,137 ,31533 ,35 ,139 ,470542 ,0 ,3833 ,472682 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,TAO,도착,정기,여객,123 ,20673 ,28 ,226 ,218028 ,0 ,0 ,269816 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,TAO,출발,정기,여객,123 ,21460 ,33 ,188 ,3480 ,0 ,0 ,271428 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,WEH,도착,정기,여객,31 ,4292 ,12 ,184 ,29492 ,0 ,0 ,89515 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,WEH,출발,정기,여객,31 ,4603 ,18 ,136 ,14289 ,0 ,0 ,66541 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,WUX,도착,정기,여객,31 ,4693 ,12 ,12 ,44941 ,0 ,0 ,53279 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,WUX,출발,정기,여객,31 ,4916 ,13 ,13 ,627 ,0 ,0 ,63097 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,XIY,도착,정기,여객,31 ,747 ,1 ,12 ,29473 ,0 ,0 ,8175 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,XIY,출발,정기,여객,31 ,1657 ,2 ,8 ,11915 ,0 ,0 ,25992 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,YNT,도착,정기,여객,93 ,12169 ,10 ,398 ,150743 ,0 ,0 ,160921 
2026년,01월,CES,MU,중국동방항공,국제,중국,중국,YNT,출발,정기,여객,93 ,13490 ,18 ,121 ,115915 ,0 ,0 ,162740 
2026년,01월,CHH,HU,중국해남항공,국제,중국,중국,HAK,도착,정기,여객,18 ,2688 ,2 ,0 ,4713 ,0 ,0 ,55199 
2026년,01월,CHH,HU,중국해남항공,국제,중국,중국,HAK,출발,정기,여객,18 ,2622 ,3 ,1 ,89 ,0 ,0 ,57725 
2026년,01월,CKK,CK,중국화물항공,국제,중국,중국,PVG,도착,정기,화물,10 ,0 ,0 ,0 ,790302 ,41976 ,0 ,0 
2026년,01월,CKK,CK,중국화물항공,국제,중국,중국,PVG,출발,정기,화물,10 ,0 ,0 ,0 ,514222 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,일본,일본,NGO,출발,정기,화물,0 ,0 ,0 ,0 ,1172176 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,일본,일본,NRT,도착,정기,화물,0 ,0 ,0 ,0 ,236126 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,중국,중국,CGO,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,중국,중국,PVG,출발,정기,화물,6 ,0 ,0 ,0 ,12450 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,동북아,홍콩,HKG,출발,정기,화물,2 ,0 ,0 ,0 ,796211 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,동북아,홍콩,HKG,출발,부정기,화물,2 ,0 ,0 ,0 ,35215 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,동남아,베트남,HAN,도착,정기,화물,9 ,0 ,0 ,0 ,4404 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,동남아,베트남,HAN,도착,부정기,화물,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,동남아,베트남,HAN,출발,정기,화물,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,동남아,베트남,HAN,출발,부정기,화물,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,ANC,도착,정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,ANC,도착,부정기,화물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,ANC,출발,정기,화물,24 ,0 ,0 ,0 ,54940 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,ANC,출발,부정기,화물,3 ,0 ,0 ,0 ,173718 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,CVG,도착,정기,화물,34 ,0 ,0 ,0 ,470974 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,CVG,도착,부정기,화물,2 ,0 ,0 ,0 ,38244 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,CVG,출발,정기,화물,50 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,LAX,도착,정기,화물,28 ,0 ,0 ,0 ,240665 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,LAX,도착,부정기,화물,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,LAX,출발,정기,화물,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,ORD,도착,정기,화물,34 ,0 ,0 ,0 ,232680 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,ORD,도착,부정기,화물,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2026년,01월,CKS,K4,칼리타항공,국제,미주,미국,ORD,출발,정기,화물,13 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
